Date,Chapter,VideoTime,SenderId,DanMuContent
2020-01-01,1,3133.56600,fe3911ec,中国红
2020-01-01,1,31.86100,5d3c86d,终于有时间来看了
2020-01-01,1,2361.32200,c9cffaad,Suck
2020-01-01,1,1623.87100,3a90c504,哈哈
2020-01-01,1,2420.73300,bd184a68,你指尖跃动的电光，是我此生不变的信仰
2020-01-01,1,3580.97900,fd759461,祖安大舞台，有妈你就来！
2020-01-01,1,3154.11000,bc1733f2,红红火火
2020-01-01,1,3411.88500,fb9522b7,老师唱的也好好听啊！！！
2020-01-01,1,3120.99300,3b66b4e4,来了
2020-01-01,1,3781.81800,54b4242c,呢
2020-01-01,1,2592.59500,18715aa0,yan lei chu lai le
2020-01-01,1,2419.09200,bd184a68,你指尖跃动的电光，是我此生不变的信仰
2020-01-01,1,258.02500,8f366a6f,错过了几百个亿
2020-01-01,1,4022.82600,25c330bf,下次一定
2020-01-01,1,1573.63100,c370d7d8,阿阿阿啊啊
2020-01-01,1,2346.92900,95ac04d8,吸！
2020-01-01,1,2825.20200,46138455,这是个什么神仙跨年
2020-01-01,1,3134.54600,30079854,中国红
2020-01-01,1,4025.55000,2edc1ef,下次一定
2020-01-01,1,3129.51200,d75b45b6,来了来了
2020-01-01,1,3775.94900,54b4242c,托塔天王嗯
2020-01-01,1,176.91500,5c1e97b6,终于可以发弹幕了
2020-01-01,1,3134.64300,aeb12666,来了
2020-01-01,1,49.00100,b612b87e,nb
2020-01-01,1,2425.03000,60971bcd,握草，鸡皮疙瘩起来了。。
2020-01-01,1,1612.94900,3a90c504,哈哈哈哈哈哈
2020-01-01,1,998.23900,5f349a2f,来了来了，华夏！！！！！！
2020-01-01,1,2636.81800,ac22cc88,无限大！！
2020-01-01,1,3120.08400,50803eb4,来了
2020-01-01,1,2364.84200,190962af,将红红火火
2020-01-01,1,2802.42500,3e9b564f,我新一哥哥必须有排面！！！！啊啊啊啊啊啊啊啊
2020-01-01,1,3255.08200,edc6c756,此生无悔入华夏，来生还做种花家！！！！！！！！！
2020-01-01,1,2366.92400,68e08b06,吸
2020-01-01,1,3689.83800,f6089c0e,恕瑞玛，你们的皇帝回来了
2020-01-01,1,831.60400,8c243329,我昨天为什么要出去打篮球卧槽卧槽卧槽
2020-01-01,1,359.58800,92aa849,濑濑！
2020-01-01,1,236.78700,8b487de,这么多血吼
2020-01-01,1,3171.83800,46ca6e4b,种花组曲
2020-01-01,1,1373.97600,85bb2d7f,我舍不得跳
2020-01-01,1,2614.93600,664c09df,啊，泪目
2020-01-01,1,2339.02900,95ac04d8,好！谢谢谢谢
2020-01-01,1,3620.92000,f9f29db0,我们是第一赛区！
2020-01-01,1,3130.57700,48a53696,啦啦啦
2020-01-01,1,2569.00100,89277f66,这个好难唱
2020-01-01,1,2643.01400,2e75160a,味浓啊
2020-01-01,1,3214.33300,a43066a3,我特么红化
2020-01-01,1,3128.97000,6436e8a6,中国红
2020-01-01,1,2342.14300,ab336d02,吸吸
2020-01-01,1,2632.09800,ac22cc88,无限大无限大
2020-01-01,1,384.39800,cab62696,阿尔萨斯是你
2020-01-01,1,2346.54900,63f2b2b7,吸吸吸吸吸吸吸吸吸吸吸吸吸吸考上理想的学校，2020未来可期
2020-01-01,1,26.31900,71106f45,新年快乐！
2020-01-01,1,3762.75700,54b4242c,有内味儿了哈哈哈
2020-01-01,1,2598.74300,f2c85854,无限大！无限大！
2020-01-01,1,2807.43800,46138455,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊
2020-01-01,1,2910.37700,2eac3918,钢琴大哥好可爱啊啊啊啊啊
2020-01-01,1,3934.77600,db471806,破解失败
2020-01-01,1,318.12200,c21a0951,小破站牛逼！冲鸭
2020-01-01,1,3245.57000,7e0ef08b,此生无悔入华夏，来世还入种花家
2020-01-01,1,260.56300,8805b422,德玛西亚万岁
2020-01-01,1,3129.35900,b361477a,中国红
2020-01-01,1,2749.37900,5e6d69,86过弯了~
2020-01-01,1,3323.45400,2c887058,年近五十的我哭了
2020-01-01,1,4006.81700,1b4b8f1d,下次一定
2020-01-01,1,583.86500,3726b2e6,排面啊！！！！
2020-01-01,1,3461.83800,13679019,中国军魂
2020-01-01,1,222.27900,2fd45429,经费，燃烧起来吧！！！
2020-01-01,1,101.61200,7fc9137,嗷嗷嗷好激动
2020-01-01,1,2317.73400,5abbe013,佛系佛系，冷静下
2020-01-01,1,1132.13700,2a667cbe,1.25真好
2020-01-01,1,3120.28700,bc1733f2,乌拉
2020-01-01,1,3146.36600,1c68c711,来了
2020-01-01,1,187.20700,89fc874e,部落呢
2020-01-01,1,940.08100,4ac93f,太棒了
2020-01-01,1,2378.82300,3229a2b1,吸吸
2020-01-01,1,3279.04800,3708a482,此生不悔入华夏，来世还做中国人。
2020-01-01,1,3263.30800,1ee9e2ab,我来啦！！！
2020-01-01,1,2354.64200,a6ff2f5b,吸
2020-01-01,1,2592.29800,f9a20d18,我的青春
2020-01-01,1,3139.45500,d6309464,红红红
2020-01-01,1,3222.61300,9be82e22,冲压
2020-01-01,1,23.29900,71106f45,妈也，好多人呢
2020-01-01,1,1645.16100,8d94929b,刚上床躺着，然后穿好衣服又下去跟着跳
2020-01-01,1,3405.69400,1079cb3b,云飞兄
2020-01-01,1,3693.51400,161d8c83,感受虚空吧
2020-01-01,1,3496.69600,aa2a080c,奉先吾儿
2020-01-01,1,3581.78200,4493fdfc,fpx冲鸭
2020-01-01,1,3228.39700,edc6c756,全体起立！！
2020-01-01,1,2430.93300,35f07771,狗儿
2020-01-01,1,2354.38700,e87d41f,吸吸吸吸吸
2020-01-01,1,3380.74300,66ad4692,云飞兄
2020-01-01,1,3108.31900,83461bb8,变色
2020-01-01,1,2812.71300,3836f1a,我柯必须有排面冲冲冲
2020-01-01,1,3148.76400,dd64d6ff,赖嘞
2020-01-01,1,2607.03100,2be3b234,啊啊啊吧啊啊啊啊吧啊
2020-01-01,1,225.55600,ccb61ddb,为了燃烧军团！
2020-01-01,1,3128.80900,35db36b9,来了来了
2020-01-01,1,3340.94700,4375a92d,伟大祖国繁荣昌盛！
2020-01-01,1,3199.64700,a43804e7,祖国万岁
2020-01-01,1,3388.06900,949fd6b6,狭路相逢勇者胜！！
2020-01-01,1,3122.21900,b361477a,来了来了
2020-01-01,1,3116.91200,73f5eb4a,全体起立
2020-01-01,1,2687.44900,41b146c7,666666
2020-01-01,1,2347.44400,4d45a49d,吸吸吸
2020-01-01,1,1148.76600,36181669,小破站NB！！！
2020-01-01,1,2076.24500,d016c8ed,说嫉妒的，真相了
2020-01-01,1,3550.69900,1931b40f,我是黄了吗？
2020-01-01,1,3315.00900,4b905d37,啊啊啊啊
2020-01-01,1,2346.74600,9535c267,吸吸吸吸吸
2020-01-01,1,2354.57300,f6e80ee4,吸
2020-01-01,1,2380.73000,1b7aaf06,吸吸吸
2020-01-01,1,4191.99700,e3ea5cc3,错过一个亿啊啊啊啊啊啊啊啊啊啊
2020-01-01,1,2624.25000,7ea8e023,怀念光叔
2020-01-01,1,3477.81800,94135efc,温侯
2020-01-01,1,2934.53300,1a961a38,妖尾同求
2020-01-01,1,3116.48700,d3e1d799,应援色走起来
2020-01-01,1,3248.93400,47448b08,中国红走一波
2020-01-01,1,3134.82500,d7f7a1bf,我可以有红色吗
2020-01-01,1,3463.78900,d56cf1b4,啊啊啊啊啊啊啊啊啊啊啊
2020-01-01,1,3263.72100,8ab08adb,此生无悔入华夏 来世还生种花家
2020-01-01,1,3139.19800,46ca6e4b,来了来了！
2020-01-01,1,2653.12800,ba05b005,如果有春晚，我一定不会放过！
2020-01-01,1,3727.41200,54b4242c,啊啊啊阿水去哪儿
2020-01-01,1,3378.09000,ff0263ae,云飞兄！
2020-01-01,1,2708.23400,73ff85a8,你都追不上我的，2333
2020-01-01,1,2447.20900,acf3d9d0,奈何老子没文化，一句握草走天下
2020-01-01,1,158.65600,89fc874e,为了部落
2020-01-01,1,204.55600,de405677,老婆！！！
2020-01-01,1,3207.63700,877fb335,致敬
2020-01-01,1,3119.50800,35db36b9,来了来了
2020-01-01,1,2204.90200,d019d48e,自带电音很不错啊
2020-01-01,1,2805.30500,a5facb71,卧槽
2020-01-01,1,1867.02000,c4a68328,enmmm 这不是很BILIBILI欧普
2020-01-01,1,1015.87700,75cb3fff,1.1，23:56报道
2020-01-01,1,2490.36700,678a533a,有版权就是不一样
2020-01-01,1,3386.48400,3ce6a388,云飞兄
2020-01-01,1,768.11900,7165a0ba,以后晚会追b站了
2020-01-01,1,2684.71400,5b2203ff,排水渠过弯
2020-01-01,1,2847.02700,40803b91,啊啊啊啊啊啊啊啊啊
2020-01-01,1,764.28600,e2aaa57f,啊啊啊啊啊啊啊啊吒儿
2020-01-01,1,2349.35200,b1abdb4,吸吸吸吸吸
2020-01-01,1,2531.20700,f760bb51,是为了宣传第三季吧，如果不宣传青鸟更燃一点
2020-01-01,1,725.04500,11cc1f3d,有排面
2020-01-01,1,104.72300,8bb82624,为了艾泽拉斯！！！
2020-01-01,1,3580.81300,f9f29db0,FPX！
